id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_0367,band_2,private,12,technical,shared_household,none,none,standard,domestic,group_b,1
train_0368,band_1,private,6,operations,shared_household,none,none,low,domestic,group_b,0
train_0369,band_1,private,9,operations,independent,none,none,high,domestic,group_b,0
train_0370,band_1,private,13,technical,shared_household,none,none,low,domestic,group_a,0
train_0371,band_2,private,9,operations,partnered,high,none,standard,domestic,group_a,1
train_0372,band_1,private,7,operations,shared_household,none,none,low,domestic,group_a,0
train_0373,band_4,private,4,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_0374,band_2,public,10,operations,shared_household,none,none,standard,domestic,group_a,1
train_0375,band_2,public,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0376,band_2,public,12,service,shared_household,none,none,standard,domestic,group_b,0
train_0377,band_1,private,9,operations,shared_household,none,none,standard,other_international,group_b,0
train_0378,band_3,private,6,commercial_admin,independent,none,none,high,regional,group_a,0
train_0379,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0380,band_2,private,13,operations,partnered,none,low,standard,domestic,group_b,1
train_0381,band_2,public,9,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_0382,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0383,band_3,private,13,technical,independent,none,none,standard,domestic,group_b,0
train_0384,band_4,self_employed,9,operations,partnered,none,high,standard,other_international,group_b,0
train_0385,band_2,private,13,commercial_admin,partnered,low,none,standard,domestic,group_b,1
train_0386,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0387,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0388,band_1,private,4,operations,partnered,none,none,standard,regional,group_b,0
train_0389,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0390,band_1,private,13,technical,partnered,none,none,low,domestic,group_b,0
train_0391,band_2,public,10,operations,independent,none,none,standard,domestic,group_b,0
train_0392,band_2,private,16,technical,partnered,none,none,high,domestic,group_b,0
train_0393,band_1,private,9,commercial_admin,shared_household,none,none,standard,other_international,group_a,0
train_0394,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0395,band_2,self_employed,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_0396,band_3,public,5,service,partnered,none,none,standard,domestic,group_a,0
train_0397,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_0398,band_1,private,9,operations,partnered,none,none,low,domestic,group_a,0
train_0399,band_2,private,14,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0400,band_1,private,10,operations,independent,none,none,high,domestic,group_b,0
train_0401,band_2,public,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0402,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0403,band_1,private,13,service,independent,none,none,standard,european,group_a,0
train_0404,band_3,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_0405,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0406,band_2,self_employed,12,commercial_admin,shared_household,low,none,standard,domestic,group_a,0
train_0407,band_3,self_employed,15,technical,partnered,none,none,standard,domestic,group_b,1
train_0408,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_0409,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0410,band_3,private,13,operations,partnered,none,low,standard,domestic,group_b,1
train_0411,band_2,private,11,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0412,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0413,band_2,private,12,technical,independent,none,none,standard,domestic,group_b,0
train_0414,band_2,self_employed,13,technical,independent,none,none,standard,domestic,group_b,0
train_0415,band_2,private,9,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_0416,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_0417,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_0418,band_2,private,5,operations,independent,none,none,standard,domestic,group_b,0
train_0419,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0420,band_3,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_0421,band_1,public,10,operations,shared_household,none,none,low,domestic,group_b,0
train_0422,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0423,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0424,band_2,public,11,technical,independent,high,none,standard,domestic,group_b,1
train_0425,band_1,private,6,service,shared_household,none,low,low,domestic,group_a,0
train_0426,band_2,public,13,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_0427,band_3,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_0428,band_2,private,11,technical,partnered,none,none,standard,domestic,group_b,0
train_0429,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0430,band_1,self_employed,13,operations,independent,none,none,standard,domestic,group_b,0
train_0431,band_3,self_employed,9,commercial_admin,partnered,none,none,high,domestic,group_a,0
train_0432,band_1,private,9,operations,independent,none,none,high,domestic,group_b,0
train_0433,band_2,private,13,commercial_admin,independent,low,none,high,domestic,group_b,0
train_0434,band_2,private,13,service,independent,none,none,standard,domestic,group_b,0
train_0435,band_3,private,10,commercial_admin,independent,none,none,high,domestic,group_a,0
train_0436,band_2,private,6,operations,independent,none,none,high,domestic,group_b,0
train_0437,band_3,private,7,operations,partnered,none,none,standard,domestic,group_b,0
train_0438,band_2,private,4,operations,shared_household,none,none,standard,regional,group_b,0
train_0439,band_3,private,10,operations,independent,none,none,standard,domestic,group_a,0
train_0440,band_4,self_employed,10,technical,partnered,none,none,high,domestic,group_b,0
train_0441,band_2,private,13,technical,partnered,none,none,standard,other_international,group_b,1
train_0442,band_2,private,9,technical,partnered,none,none,standard,domestic,group_b,1
train_0443,band_3,private,10,commercial_admin,independent,none,none,high,domestic,group_a,0
train_0444,band_3,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_0445,band_2,private,13,technical,independent,none,none,standard,domestic,group_b,0
train_0446,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0447,band_3,private,9,technical,partnered,low,none,standard,domestic,group_b,1
train_0448,band_1,private,10,service,shared_household,none,none,standard,domestic,group_b,0
train_0449,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0450,band_2,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_0451,band_1,private,13,technical,independent,none,none,high,domestic,group_b,0
train_0452,band_3,public,14,technical,partnered,none,none,standard,domestic,group_b,1
train_0453,band_3,self_employed,12,commercial_admin,independent,none,none,low,domestic,group_b,0
train_0454,band_1,private,13,technical,shared_household,none,none,standard,domestic,group_b,0
train_0455,band_1,private,9,commercial_admin,shared_household,none,high,standard,domestic,group_b,0
train_0456,band_2,private,10,technical,independent,none,none,standard,domestic,group_a,1
train_0457,band_2,private,9,operations,partnered,none,none,low,domestic,group_b,0
train_0458,band_2,private,8,operations,partnered,none,none,standard,domestic,group_b,0
train_0459,band_1,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_0460,band_2,public,13,technical,independent,none,none,standard,domestic,group_a,0
train_0461,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0462,band_2,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0463,band_3,public,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0464,band_2,self_employed,13,technical,partnered,none,none,high,domestic,group_b,1
train_0465,band_1,self_employed,10,commercial_admin,shared_household,none,none,high,other_international,group_b,0
train_0466,band_3,self_employed,13,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_0467,band_1,private,10,operations,shared_household,none,none,low,domestic,group_b,0
train_0468,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0469,band_2,self_employed,12,technical,shared_household,none,none,standard,domestic,group_b,0
train_0470,band_3,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_0471,band_1,public,7,service,shared_household,none,none,low,domestic,group_a,0
train_0472,band_1,self_employed,9,technical,shared_household,high,none,standard,regional,group_a,1
train_0473,band_2,private,7,operations,shared_household,none,none,high,domestic,group_b,0
train_0474,band_2,public,14,technical,independent,none,none,standard,domestic,group_a,0
train_0475,band_2,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0476,band_4,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0477,band_1,private,13,commercial_admin,partnered,high,none,standard,domestic,group_a,1
train_0478,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_0479,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_0480,band_1,private,7,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0481,band_3,private,13,operations,partnered,none,none,standard,european,group_b,1
train_0482,band_2,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_0483,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_0484,band_1,private,13,technical,independent,none,none,high,domestic,group_a,0
train_0485,band_4,private,7,operations,partnered,none,none,low,domestic,group_b,0
train_0486,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0487,band_4,self_employed,10,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_0488,band_2,self_employed,15,technical,independent,none,none,high,domestic,group_a,1
train_0489,band_3,self_employed,12,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0490,band_2,private,9,operations,independent,none,none,low,domestic,group_a,0
train_0491,band_2,private,10,commercial_admin,independent,none,none,high,domestic,group_b,0
train_0492,band_2,self_employed,12,technical,independent,none,none,low,domestic,group_b,0
train_0493,band_2,self_employed,9,operations,independent,none,none,high,domestic,group_b,1
train_0494,band_1,private,9,service,independent,none,none,standard,domestic,group_a,0
train_0495,band_4,private,14,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0496,band_4,public,9,service,partnered,none,none,standard,domestic,group_b,1
